Date,Total,day,holiday,holiday_type,before_cases,after_cases
2020-08-13,747688,NA,NA,NA,0,0
2020-08-14,757675,NA,NA,NA,0,0
2020-08-15,766292,Saturday,Independence day (G),Gazetted,0,0
2020-08-16,777404,Sunday,Parsi New Year's day/ Nauraj (R),Restricted,0,0
2020-08-17,778742,NA,NA,NA,0,0
2020-08-18,776760,NA,NA,NA,0,0
2020-08-19,782292,NA,NA,NA,0,0
2020-08-20,794127,NA,NA,NA,0,0
2020-08-21,801726,NA,NA,NA,0,0
2020-08-22,808918,Saturday,Vinayaka Chaturthi/Ganesh Chaturthi (R),Restricted,0,0
2020-08-23,821080,NA,NA,NA,0,0
2020-08-24,825855,NA,NA,NA,0,0
2020-08-25,821128,NA,NA,NA,0,0
2020-08-26,826165,NA,NA,NA,0,0
2020-08-27,846935,NA,NA,NA,0,0
2020-08-28,865081,NA,NA,NA,0,0
2020-08-29,877524,NA,NA,NA,0,0
2020-08-30,892298,Sunday,Muharram (G),Gazetted,0,0
2020-08-31,910913,Monday,Onam or Thiru Onam Day (R),Restricted,0,0
2020-09-01,916572,NA,NA,NA,0,0
2020-09-02,933948,NA,NA,NA,0,0
2020-09-03,950290,NA,NA,NA,0,0
2020-09-04,968068,NA,NA,NA,0,0
2020-09-05,985517,NA,NA,NA,0,0
2020-09-06,1003572,NA,NA,NA,0,0
2020-09-07,1025826,NA,NA,NA,0,0
2020-09-08,1029247,NA,NA,NA,0,0
2020-09-09,1045174,NA,NA,NA,0,0
2020-09-10,1069142,NA,NA,NA,0,0
2020-09-11,1096022,NA,NA,NA,0,0
2020-09-12,1113260,NA,NA,NA,0,0
2020-09-13,1130347,NA,NA,NA,0,0
2020-09-14,1146042,NA,NA,NA,0,0
2020-09-15,1151613,NA,NA,NA,0,0
2020-09-16,1160065,NA,NA,NA,0,0
2020-09-17,1176372,NA,NA,NA,0,0
2020-09-18,1186498,NA,NA,NA,0,0
2020-09-19,1185202,NA,NA,NA,0,0
2020-09-20,1184328,NA,NA,NA,0,0
2020-09-21,1179063,NA,NA,NA,0,0
2020-09-22,1153731,NA,NA,NA,0,0
2020-09-23,1148417,NA,NA,NA,0,0
2020-09-24,1148680,NA,NA,NA,0,0
2020-09-25,1154696,NA,NA,NA,0,0
2020-09-26,1147727,NA,NA,NA,0,0
2020-09-27,1145408,NA,NA,NA,0,0
2020-09-28,1153724,NA,NA,NA,0,0
2020-09-29,1140212,NA,NA,NA,0,0
2020-09-30,1135435,NA,NA,NA,0,0
2020-10-01,1138061,NA,NA,NA,0,0
2020-10-02,1141763,Friday,Mahatma Gandhi's Birthday (G),Gazetted,0,0
2020-10-03,1146680,NA,NA,NA,0,0
2020-10-04,1141189,NA,NA,NA,0,0
2020-10-05,1139797,NA,NA,NA,0,0
2020-10-06,1126161,NA,NA,NA,0,0
2020-10-07,1116993,NA,NA,NA,0,0
2020-10-08,1113477,NA,NA,NA,0,0
2020-10-09,1106572,NA,NA,NA,0,0
2020-10-10,1098017,NA,NA,NA,0,0
2020-10-11,1084164,NA,NA,NA,0,0
2020-10-12,1080153,NA,NA,NA,0,0
2020-10-13,1058441,NA,NA,NA,0,0
2020-10-14,1048048,NA,NA,NA,0,0
2020-10-15,1034922,NA,NA,NA,0,0
2020-10-16,1028850,NA,NA,NA,0,0
2020-10-17,1021083,NA,NA,NA,0,0
2020-10-18,1011373,NA,NA,NA,0,0
2020-10-19,1001275,NA,NA,NA,0,0
2020-10-20,978932,NA,NA,NA,0,0
2020-10-21,971918,NA,NA,NA,0,0
2020-10-22,949044,NA,NA,NA,0,0
2020-10-23,930121,Friday,Dussehra (Maha Saptami) (Additional) (R),Restricted,0,0
2020-10-24,916592,Saturday,Dussehra (Maha Ashtami) (Maha Navmi) (Additional) (R),Restricted,0,0
2020-10-25,905222,Sunday,Dussehra (G),Gazetted,0,0
2020-10-26,891745,Monday,"Vijay Dashmi (Bengal, Kerala) (R)",Restricted,0,0
2020-10-27,864861,NA,NA,NA,0,0
2020-10-28,850823,NA,NA,NA,0,0
2020-10-29,844741,NA,NA,NA,0,0
2020-10-30,836566,Friday,Milad-un-Nabi or Id-e-Milad (Birthday of Prophet Mohammad) (G),Gazetted,0,0
2020-10-31,825931,Saturday,Maharishi Valmiki's Birthday (R),Restricted,0,0
2020-11-01,814680,NA,NA,NA,0,0
2020-11-02,807122,NA,NA,NA,0,0
2020-11-03,787599,NA,NA,NA,0,0
2020-11-04,781009,Wednesday,Karaka Chaturthi (Karva Chouth) (R),Restricted,0,0
2020-11-05,776592,NA,NA,NA,0,0
2020-11-06,770743,NA,NA,NA,0,0
2020-11-07,767756,NA,NA,NA,0,0
2020-11-08,764907,NA,NA,NA,0,0
2020-11-09,762895,NA,NA,NA,0,0
2020-11-10,755332,NA,NA,NA,0,0
2020-11-11,749799,NA,NA,NA,0,0
2020-11-12,745536,NA,NA,NA,0,0
2020-11-13,741883,NA,NA,NA,0,0
2020-11-14,739095,Saturday,Naraka Chaturdasi (R),Restricted,0,0
2020-11-15,738486,Sunday,Govardhan Puja (R),Restricted,0,0
2020-11-16,725618,Monday,Bhai Duj (R),Restricted,0,0
2020-11-17,714439,NA,NA,NA,0,0
2020-11-18,708791,NA,NA,NA,0,0
2020-11-19,706459,NA,NA,NA,0,0
2020-11-20,708118,Friday,Pratihar Sashthi or Surya Sashthi (Chhat Puja) (R),Restricted,0,0
2020-11-21,705199,NA,NA,NA,0,0
2020-11-22,707416,NA,NA,NA,0,0
2020-11-23,710962,NA,NA,NA,0,0
2020-11-24,707103,Tuesday,Guru Teg Bahadur's Martyrdom Day (R),Restricted,0,0
2020-11-25,714144,NA,NA,NA,0,0
2020-11-26,722790,NA,NA,NA,0,0
2020-11-27,726985,NA,NA,NA,0,0
2020-11-28,727340,NA,NA,NA,0,0
2020-11-29,727348,NA,NA,NA,0,0
2020-11-30,721230,Monday,Guru Nanak's Birthday (G),Gazetted,0,0
2020-12-01,710845,NA,NA,NA,0,0
2020-12-02,704888,NA,NA,NA,0,0
2020-12-03,700239,NA,NA,NA,0,0
2020-12-04,694458,NA,NA,NA,0,0
2020-12-05,689089,NA,NA,NA,0,0
2020-12-06,683612,NA,NA,NA,0,0
2020-12-07,677875,NA,NA,NA,0,0
2020-12-08,665782,NA,NA,NA,0,0
2020-12-09,661629,NA,NA,NA,0,0
2020-12-10,655837,NA,NA,NA,0,0
2020-12-11,648121,NA,NA,NA,0,0
2020-12-12,645075,NA,NA,NA,0,0
2020-12-13,642584,NA,NA,NA,0,0
2020-12-14,639296,NA,NA,NA,0,0
2020-12-15,627177,NA,NA,NA,0,0
2020-12-16,620194,NA,NA,NA,0,0
2020-12-17,611268,NA,NA,NA,0,0
2020-12-18,603409,NA,NA,NA,0,0
2020-12-19,599023,NA,NA,NA,0,0
2020-12-20,596298,NA,NA,NA,0,0
2020-12-21,597843,NA,NA,NA,0,0
2020-12-22,577954,NA,NA,NA,0,0
2020-12-23,582128,NA,NA,NA,0,0
2020-12-24,577361,Thursday,Christmas Eve (R),Restricted,0,0
2020-12-25,576103,Friday,Christmas Day (G),Gazetted,0,0
2020-12-26,576353,NA,NA,NA,0,0
2020-12-27,573934,NA,NA,NA,0,0
2020-12-28,573103,NA,NA,NA,0,0
2020-12-29,564887,NA,NA,NA,0,0
2020-12-30,559150,NA,NA,NA,0,0
2020-12-31,555132,NA,NA,NA,0,0
2021-01-01,552242,Friday,New Year's Day (R),Restricted,0,0
2021-01-02,548619,NA,NA,NA,0,0
2021-01-03,546090,NA,NA,NA,0,0
2021-01-04,543251,NA,NA,NA,0,0
2021-01-05,530736,NA,NA,NA,0,0
2021-01-06,527774,NA,NA,NA,0,0
2021-01-07,528755,NA,NA,NA,0,0
2021-01-08,526589,NA,NA,NA,0,0
2021-01-09,525786,NA,NA,NA,0,0
2021-01-10,525333,NA,NA,NA,0,0
2021-01-11,524846,NA,NA,NA,0,0
2021-01-12,519212,NA,NA,NA,0,0
2021-01-13,517565,Wednesday,Lohri (R),Restricted,0,0
2021-01-14,517057,Thursday,Makar Sankranti/Pongal (R),Restricted,0,0
2021-01-15,516863,NA,NA,NA,0,0
2021-01-16,515219,NA,NA,NA,0,0
2021-01-17,513374,NA,NA,NA,0,0
2021-01-18,512850,NA,NA,NA,0,0
2021-01-19,505640,NA,NA,NA,0,0
2021-01-20,502637,Wednesday,Guru Gobind Singh's Birthday (R),Restricted,0,0
2021-01-21,498046,NA,NA,NA,0,0
2021-01-22,494752,NA,NA,NA,0,0
2021-01-23,492030,NA,NA,NA,0,0
2021-01-24,491086,NA,NA,NA,0,0
2021-01-25,485567,NA,NA,NA,0,0
2021-01-26,484440,Tuesday,Republic Day (G),Gazetted,0,0
2021-01-27,483946,NA,NA,NA,0,0
2021-01-28,481434,NA,NA,NA,0,0
2021-01-29,479706,NA,NA,NA,0,0
2021-01-30,478118,NA,NA,NA,0,0
2021-01-31,477332,NA,NA,NA,0,0
2021-02-01,476040,NA,NA,NA,0,0
2021-02-02,472325,NA,NA,NA,0,0
2021-02-03,469249,NA,NA,NA,0,0
2021-02-04,464431,NA,NA,NA,0,0
2021-02-05,461106,NA,NA,NA,0,0
2021-02-06,458426,NA,NA,NA,0,0
2021-02-07,458758,NA,NA,NA,0,0
2021-02-08,458769,NA,NA,NA,0,0
2021-02-09,453941,NA,NA,NA,0,0
2021-02-10,452015,NA,NA,NA,0,0
2021-02-11,449455,NA,NA,NA,0,0
2021-02-12,446820,NA,NA,NA,0,0
2021-02-13,447671,NA,NA,NA,0,0
2021-02-14,448851,NA,NA,NA,0,0
2021-02-15,451101,NA,NA,NA,0,0
2021-02-16,448498,Tuesday,Basant Panchami / Sri Panchami (R),Restricted,0,0
2021-02-17,448375,NA,NA,NA,0,0
2021-02-18,443648,NA,NA,NA,0,0
2021-02-19,451764,Friday,Shivaji Jayanti (R),Restricted,0,0
2021-02-20,455551,NA,NA,NA,0,0
2021-02-21,458238,NA,NA,NA,0,0
2021-02-22,462825,NA,NA,NA,0,0
2021-02-23,460232,NA,NA,NA,0,0
2021-02-24,472513,NA,NA,NA,0,0
2021-02-25,465118,NA,NA,NA,0,0
2021-02-26,469636,Friday,Hazarat Ali's Birthday (R),Restricted,0,0
2021-02-27,473466,Saturday,Guru Ravidas's Birthday (R),Restricted,0,0
2021-02-28,478613,NA,NA,NA,0,0
2021-03-01,481849,NA,NA,NA,0,0
2021-03-02,482854,NA,NA,NA,0,0
2021-03-03,473907,NA,NA,NA,0,0
2021-03-04,488283,NA,NA,NA,0,0
2021-03-05,491415,NA,NA,NA,0,0
2021-03-06,495616,NA,NA,NA,0,0
2021-03-07,500035,NA,NA,NA,0,0
2021-03-08,504453,Monday,Swami Dayananda Saraswati Jayanti (R),Restricted,0,0
2021-03-09,489408,NA,NA,NA,0,0
2021-03-10,500724,NA,NA,NA,0,0
2021-03-11,500724,Thursday,Maha Shivaratri (R),Restricted,0,0
2021-03-12,505604,NA,NA,NA,0,0
2021-03-13,518914,NA,NA,NA,0,0
2021-03-14,527758,NA,NA,NA,0,0
2021-03-15,536712,NA,NA,NA,0,0
2021-03-16,541144,NA,NA,NA,0,0
2021-03-17,552494,NA,NA,NA,0,0
2021-03-18,570796,NA,NA,NA,0,0
2021-03-19,590022,NA,NA,NA,0,0
2021-03-20,607510,NA,NA,NA,0,0
2021-03-21,628597,NA,NA,NA,0,0
2021-03-22,654580,NA,NA,NA,0,0
2021-03-23,665709,NA,NA,NA,0,0
2021-03-24,689339,NA,NA,NA,0,0
2021-03-25,716576,NA,NA,NA,0,0
2021-03-26,742964,NA,NA,NA,0,0
2021-03-27,775127,NA,NA,NA,0,0
2021-03-28,809414,Sunday,Holika Dahan/Dolyatra (R),Restricted,0,0
2021-03-29,845494,Monday,Holi (G),Gazetted,0,0
2021-03-30,864948,NA,NA,NA,0,0
2021-03-31,877502,NA,NA,NA,0,0
2021-04-01,914385,NA,NA,NA,0,0
2021-04-02,941488,Friday,Good Friday (G),Gazetted,0,0
2021-04-03,987129,NA,NA,NA,0,0
2021-04-04,1020843,Sunday,Easter Sunday (R),Restricted,0,0
2021-04-05,1072032,NA,NA,NA,0,0
2021-04-06,1119317,NA,NA,NA,0,0
2021-04-07,1175827,NA,NA,NA,0,0
2021-04-08,1244043,NA,NA,NA,0,0
2021-04-09,1314892,NA,NA,NA,0,0
2021-04-10,1383503,NA,NA,NA,0,0
2021-04-11,1446637,NA,NA,NA,0,0
2021-04-12,1541367,NA,NA,NA,0,0
2021-04-13,1606814,Tuesday,Chaitra Sukladi/ Gudi Padava/ Ugadi/Cheti Chand/ Vaisakhi/ Vishu (R),Restricted,0,0
2021-04-14,1709874,Wednesday,Mesadi Tamil New Year's Day (R),Restricted,0,0
2021-04-15,1818123,Thursday,Vaisakhadi (Bengal)/ Bahag Bihu (Assam) (R),Restricted,0,0
2021-04-16,1918359,NA,NA,NA,0,0
2021-04-17,2031038,NA,NA,NA,0,0
2021-04-18,2155616,NA,NA,NA,0,0
2021-04-19,2286867,NA,NA,NA,0,0
2021-04-20,2393037,NA,NA,NA,0,0
2021-04-21,2522644,Wednesday,Ram Navami (G),Gazetted,0,0
2021-04-22,2660742,NA,NA,NA,0,0
2021-04-23,2802456,NA,NA,NA,0,0
2021-04-24,2932028,NA,NA,NA,0,0
2021-04-25,3067373,Sunday,Mahavir Jayanti (G),Gazetted,0,0
2021-04-26,3203904,NA,NA,NA,0,0
2021-04-27,3277992,NA,NA,NA,0,0
2021-04-28,3381083,NA,NA,NA,0,0
2021-04-29,3494478,NA,NA,NA,0,0
2021-04-30,3586888,NA,NA,NA,0,0
2021-05-01,3692416,NA,NA,NA,0,0
2021-05-02,3780728,NA,NA,NA,0,0
2021-05-03,3851560,NA,NA,NA,0,0
2021-05-04,3891949,NA,NA,NA,0,0
2021-05-05,3939605,NA,NA,NA,0,0
2021-05-06,4026734,NA,NA,NA,0,0
2021-05-07,4113330,Friday,Jamat-Ul-Vida (R),Restricted,0,0
2021-05-08,4199986,NA,NA,NA,0,0
2021-05-09,4221372,Sunday,Guru Rabindranath's Birthday (R),Restricted,0,0
2021-05-10,4237469,NA,NA,NA,0,0
2021-05-11,4215205,NA,NA,NA,0,0
2021-05-12,4212493,NA,NA,NA,0,0
2021-05-13,4227159,NA,NA,NA,0,0
2021-05-14,4229527,Friday,Id-ul- Fitr (G),Gazetted,0,0
2021-05-15,4206216,NA,NA,NA,0,0
2021-05-16,4159026,NA,NA,NA,0,0
2021-05-17,4065777,NA,NA,NA,0,0
2021-05-18,3911203,NA,NA,NA,0,0
2021-05-19,3793215,NA,NA,NA,0,0
2021-05-20,3704122,NA,NA,NA,0,0
2021-05-21,3610587,NA,NA,NA,0,0
2021-05-22,3514450,NA,NA,NA,0,0
2021-05-23,3403931,NA,NA,NA,0,0
2021-05-24,3328156,NA,NA,NA,0,0
2021-05-25,3201244,NA,NA,NA,0,0
2021-05-26,3118367,Wednesday,Buddha Purnima (G),Gazetted,0,0
2021-05-27,3050377,NA,NA,NA,0,0
2021-05-28,2980942,NA,NA,NA,0,0
2021-05-29,2873748,NA,NA,NA,0,0
2021-05-30,2766452,NA,NA,NA,0,0
2021-05-31,2684292,NA,NA,NA,0,0
2021-06-01,2559310,NA,NA,NA,0,0
2021-06-02,2463849,NA,NA,NA,0,0
2021-06-03,2389391,NA,NA,NA,0,0
2021-06-04,2317397,NA,NA,NA,0,0
2021-06-05,2243412,NA,NA,NA,0,0
2021-06-06,2171317,NA,NA,NA,0,0
2021-06-07,2099981,NA,NA,NA,0,0
2021-06-08,2006320,NA,NA,NA,0,0
2021-06-09,1938471,NA,NA,NA,0,0
2021-06-10,1887304,NA,NA,NA,0,0
2021-06-11,1847829,NA,NA,NA,0,0
2021-06-12,1814852,NA,NA,NA,0,0
2021-06-13,1766927,NA,NA,NA,0,0
2021-06-14,1721768,NA,NA,NA,0,0
2021-06-15,1667440,NA,NA,NA,0,0
2021-06-16,1624578,NA,NA,NA,0,0
2021-06-17,1590546,NA,NA,NA,0,0
2021-06-18,1565636,NA,NA,NA,0,0
2021-06-19,1530293,NA,NA,NA,0,0
2021-06-20,1502669,NA,NA,NA,0,0
2021-06-21,1479157,NA,NA,NA,0,0
2021-06-22,1441125,NA,NA,NA,0,0
2021-06-23,1424514,NA,NA,NA,0,0
2021-06-24,1411019,NA,NA,NA,0,0
2021-06-25,1399488,NA,NA,NA,0,0
2021-06-26,1384551,NA,NA,NA,0,0
2021-06-27,1377905,NA,NA,NA,0,0
2021-06-28,1366454,NA,NA,NA,0,0
2021-06-29,1347933,NA,NA,NA,0,0
2021-06-30,1333972,NA,NA,NA,0,0
2021-07-01,1322175,NA,NA,NA,0,0
2021-07-02,1310261,NA,NA,NA,0,0
2021-07-03,1297633,NA,NA,NA,0,0
2021-07-04,1289360,NA,NA,NA,0,0
2021-07-05,1287527,NA,NA,NA,0,0
2021-07-06,1270919,NA,NA,NA,0,0
2021-07-07,1268342,NA,NA,NA,0,0
2021-07-08,1270760,NA,NA,NA,0,0
2021-07-09,1270605,NA,NA,NA,0,0
2021-07-10,1269323,NA,NA,NA,0,0
2021-07-11,1270198,NA,NA,NA,0,0
2021-07-12,1268427,Monday,Rath Yatra (R),Restricted,0,0
2021-07-13,1254346,NA,NA,NA,0,0
2021-07-14,1252762,NA,NA,NA,0,0
2021-07-15,1256019,NA,NA,NA,0,0
2021-07-16,1255484,NA,NA,NA,0,0
2021-07-17,1250207,NA,NA,NA,0,0
2021-07-18,1249878,NA,NA,NA,0,0
2021-07-19,1249881,NA,NA,NA,0,0
2021-07-20,1235094,NA,NA,NA,0,0
2021-07-21,1244130,Wednesday,Id-ul-Zuha (Bakrid) (G),Gazetted,0,0
2021-07-22,1247368,NA,NA,NA,0,0
2021-07-23,1244453,NA,NA,NA,0,0
2021-07-24,1249009,NA,NA,NA,0,0
2021-07-25,1249314,NA,NA,NA,0,0
2021-07-26,1253123,NA,NA,NA,0,0
2021-07-27,1240864,NA,NA,NA,0,0
2021-07-28,1243480,NA,NA,NA,0,0
2021-07-29,1249164,NA,NA,NA,0,0
2021-07-30,1251589,NA,NA,NA,0,0
